male,female,matable_male,matable_female,conceiving_probability,mating_age_start,mating_age_end,max_age,mutation_probability,offsprings_factor,age_on_death,fitness_on_death,age_fitness_on_death_ratio,height_on_speed,height_on_stamina,height_on_vitality,weight_on_speed,weight_on_stamina,weight_on_vitality,vitality_on_appetite,vitality_on_speed,stamina_on_appetite,stamina_on_speed,theoretical_maximum_base_appetite,theoretical_maximum_base_height,theoretical_maximum_base_speed,theoretical_maximum_base_stamina,theoretical_maximum_base_vitality,theoretical_maximum_base_weight,theoretical_maximum_height,theoretical_maximum_speed,theoretical_maximum_weight,theoretical_maximum_height_multiplier,theoretical_maximum_speed_multiplier,theoretical_maximum_stamina_multiplier,theoretical_maximum_vitality_multiplier,theoretical_maximum_weight_multiplier,sleep_restore_factor,average_generation,average_immunity,average_age,average_height,average_weight,average_max_appetite_at_age,average_max_speed_at_age,average_max_stamina_at_age,average_max_vitality_at_age,average_static_fitness,average_death_factor,average_vision_radius
1517.000000,1550.000000,572.000000,554.000000,0.832113,9.000000,24.000000,98.000000,0.009944,9.977958,3.015753,72.892999,3518.715536,-0.047422,-0.048884,0.100036,-0.000000,-0.248011,0.247873,-0.301005,0.000000,-0.289652,0.542557,9453.219854,0.486319,14.624682,9919.106649,9258.706921,19.498040,4.891299,149.711687,427.235251,1.014344,0.920018,1.012109,1.077598,0.996138,30.238593,0.002282,0.000305,0.003587,0.000528,0.019045,0.980336,0.011793,1.178890,0.901299,0.009431,0.000022,0.072423
1567.000000,1548.000000,487.000000,442.000000,0.833585,9.000000,25.000000,86.000000,0.009943,9.979280,3.028834,72.042878,1814.940716,-0.047093,-0.048464,0.099817,-0.000000,-0.252091,0.249282,-0.301154,0.000000,-0.285705,0.544941,9466.400827,0.484070,14.664080,9895.342217,9193.299835,19.577901,4.834301,149.267190,420.949760,1.020256,0.909043,1.012577,1.071956,0.988766,30.490790,0.002247,0.000150,0.003210,0.000465,0.012618,0.354995,0.001890,0.733086,18.680100,0.028443,0.000021,0.070353
1521.000000,1526.000000,388.000000,368.000000,0.833585,9.000000,25.000000,86.000000,0.009943,9.979280,3.028834,72.042878,3505.025093,-0.047093,-0.048464,0.099817,-0.000000,-0.252091,0.249282,-0.301154,0.000000,-0.285705,0.544941,9466.400827,0.484070,14.664080,9895.342217,9193.299835,19.577901,4.834301,149.267190,420.949760,1.020256,0.909043,1.012577,1.071956,0.988766,30.490790,0.002297,0.000154,0.003610,0.000476,0.013174,0.371769,0.002102,0.749534,19.115375,0.029042,0.000023,0.071924
1524.000000,1548.000000,489.000000,484.000000,0.833585,9.000000,25.000000,86.000000,0.009943,9.979280,3.028834,72.042878,6760.283387,-0.047093,-0.048464,0.099817,-0.000000,-0.252091,0.249282,-0.301154,0.000000,-0.285705,0.544941,9466.400827,0.484070,14.664080,9895.342217,9193.299835,19.577901,4.834301,149.267190,420.949760,1.020256,0.909043,1.012577,1.071956,0.988766,30.490790,0.002279,0.000152,0.003906,0.000472,0.013316,0.377619,0.002282,0.743569,18.976488,0.028780,0.000023,0.071338
1558.000000,1557.000000,450.000000,448.000000,0.833585,9.000000,25.000000,86.000000,0.009943,9.979280,3.028834,72.042878,13021.562923,-0.047093,-0.048464,0.099817,-0.000000,-0.252091,0.249282,-0.301154,0.000000,-0.285705,0.544941,9466.400827,0.484070,14.664080,9895.342217,9193.299835,19.577901,4.834301,149.267190,420.949760,1.020256,0.909043,1.012577,1.071956,0.988766,30.490790,0.002247,0.000150,0.004173,0.000465,0.013356,0.381191,0.002474,0.733474,18.729645,0.028366,0.000024,0.070353
1589.000000,1595.000000,392.000000,416.000000,0.812407,8.000000,25.000000,100.000000,0.009941,9.958748,3.047574,73.908102,251.136135,-0.047778,-0.048028,0.099174,-0.000000,-0.253507,0.251157,-0.301514,0.000000,-0.279049,0.542471,9355.276370,0.487246,14.578654,10039.865633,9110.948484,19.804915,4.777807,149.045891,425.463754,1.022380,0.893458,1.014262,1.082701,0.960696,30.872270,0.002513,0.000283,0.002198,0.000683,0.012266,0.838308,0.007312,4.981613,11.656058,0.049160,0.000018,0.072241
1557.000000,1522.000000,547.000000,552.000000,0.812407,8.000000,25.000000,100.000000,0.009941,9.958748,3.047574,73.908102,487.514773,-0.047778,-0.048028,0.099174,-0.000000,-0.253507,0.251157,-0.301514,0.000000,-0.279049,0.542471,9355.276370,0.487246,14.578654,10039.865633,9110.948484,19.804915,4.777807,149.045891,425.463754,1.022380,0.893458,1.014262,1.082701,0.960696,30.872270,0.002598,0.000293,0.002598,0.000742,0.012685,0.885374,0.008137,5.141658,12.083018,0.050842,0.000019,0.074705
1652.000000,1559.000000,560.000000,528.000000,0.812407,8.000000,25.000000,100.000000,0.009941,9.958748,3.047574,73.908102,945.495243,-0.047778,-0.048028,0.099174,-0.000000,-0.253507,0.251157,-0.301514,0.000000,-0.279049,0.542471,9355.276370,0.487246,14.578654,10039.865633,9110.948484,19.804915,4.777807,149.045891,425.463754,1.022380,0.893458,1.014262,1.082701,0.960696,30.872270,0.002491,0.000281,0.002803,0.000742,0.012163,0.867430,0.008378,4.921939,11.611617,0.048783,0.000019,0.071634
1829.000000,1788.000000,643.000000,611.000000,0.812407,8.000000,25.000000,100.000000,0.009941,9.958748,3.047574,73.908102,1831.938604,-0.047778,-0.048028,0.099174,-0.000000,-0.253507,0.251157,-0.301514,0.000000,-0.279049,0.542471,9355.276370,0.487246,14.578654,10039.865633,9110.948484,19.804915,4.777807,149.045891,425.463754,1.022380,0.893458,1.014262,1.082701,0.960696,30.872270,0.002212,0.000249,0.002765,0.000684,0.010798,0.787042,0.007971,4.362825,10.328591,0.043352,0.000017,0.063593
1951.000000,1957.000000,557.000000,532.000000,0.820508,8.000000,25.000000,88.000000,0.009930,9.948437,3.050453,75.801793,9.022126,-0.048316,-0.047438,0.101428,-0.000000,-0.255341,0.247454,-0.302111,0.000000,-0.276610,0.536278,9366.661844,0.479466,14.775796,9699.643121,8895.112312,20.032446,4.864362,150.532867,431.182117,1.030479,0.883838,0.973486,1.086463,0.981818,30.200355,0.002303,0.000232,0.000512,0.000337,0.003125,0.711009,0.005668,0.765656,4.182651,0.016286,0.000000,0.058682
1915.000000,1932.000000,594.000000,564.000000,0.820508,8.000000,25.000000,88.000000,0.009930,9.948437,3.050453,75.801793,17.586508,-0.048316,-0.047438,0.101428,-0.000000,-0.255341,0.247454,-0.302111,0.000000,-0.276610,0.536278,9366.661844,0.479466,14.775796,9699.643121,8895.112312,20.032446,4.864362,150.532867,431.182117,1.030479,0.883838,0.973486,1.086463,0.981818,30.200355,0.002339,0.000235,0.000780,0.000415,0.003174,0.737409,0.006174,0.772682,4.283658,0.016543,0.000012,0.059613
1907.000000,1916.000000,548.000000,544.000000,0.820508,8.000000,25.000000,88.000000,0.009930,9.948437,3.050453,75.801793,34.249279,-0.048316,-0.047438,0.101428,-0.000000,-0.255341,0.247454,-0.302111,0.000000,-0.276610,0.536278,9366.661844,0.479466,14.775796,9699.643121,8895.112312,20.032446,4.864362,150.532867,431.182117,1.030479,0.883838,0.973486,1.086463,0.981818,30.200355,0.002354,0.000237,0.001046,0.000475,0.003194,0.758196,0.006663,0.773575,4.337671,0.016695,0.000013,0.059987
1964.000000,1983.000000,628.000000,614.000000,0.820508,8.000000,25.000000,88.000000,0.009930,9.948437,3.050453,75.801793,66.636150,-0.048316,-0.047438,0.101428,-0.000000,-0.255341,0.247454,-0.302111,0.000000,-0.276610,0.536278,9366.661844,0.479466,14.775796,9699.643121,8895.112312,20.032446,4.864362,150.532867,431.182117,1.030479,0.883838,0.973486,1.086463,0.981818,30.200355,0.002280,0.000229,0.001267,0.000505,0.003094,0.750902,0.006917,0.746169,4.222885,0.016244,0.000014,0.058102
1961.000000,1968.000000,576.000000,531.000000,0.820508,8.000000,25.000000,88.000000,0.009930,9.948437,3.050453,75.801793,129.520951,-0.048316,-0.047438,0.101428,-0.000000,-0.255341,0.247454,-0.302111,0.000000,-0.276610,0.536278,9366.661844,0.479466,14.775796,9699.643121,8895.112312,20.032446,4.864362,150.532867,431.182117,1.030479,0.883838,0.973486,1.086463,0.981818,30.200355,0.002291,0.000230,0.001527,0.000546,0.003108,0.771780,0.007441,0.746976,4.260489,0.016411,0.000014,0.058368
1985.000000,1978.000000,633.000000,610.000000,0.820484,8.000000,25.000000,105.000000,0.009940,9.961801,3.041232,73.961293,25611.596095,-0.047997,-0.047786,0.100025,-0.000000,-0.254439,0.248908,-0.300257,0.000000,-0.281282,0.540189,9411.551670,0.484062,14.460606,9963.837384,9024.115213,20.008705,4.800971,148.463125,427.112883,1.028598,0.900303,1.006092,1.087075,0.967966,30.838662,0.002271,0.000060,0.003533,0.000425,0.029341,3.064701,0.002569,4.078503,17.169582,0.015793,0.000018,0.057345
2165.000000,2099.000000,814.000000,792.000000,0.820508,8.000000,25.000000,88.000000,0.009930,9.948437,3.050453,75.801793,487.811954,-0.048316,-0.047438,0.101428,-0.000000,-0.255341,0.247454,-0.302111,0.000000,-0.276610,0.536278,9366.661844,0.479466,14.775796,9699.643121,8895.112312,20.032446,4.864362,150.532867,431.182117,1.030479,0.883838,0.973486,1.086463,0.981818,30.200355,0.002345,0.000167,0.001876,0.000095,0.022972,3.061219,0.005667,1.983540,2.778969,0.011867,0.000014,0.053783
2219.000000,2204.000000,716.000000,719.000000,0.828405,8.000000,24.000000,83.000000,0.009947,9.958621,2.966800,75.117442,66.264861,-0.047995,-0.046514,0.101701,-0.000000,-0.254086,0.247890,-0.305857,0.000000,-0.275799,0.546310,9582.650811,0.486032,14.870566,9676.206225,8977.899654,20.128420,4.825709,151.262837,434.143595,1.016425,0.887963,0.961985,1.090993,0.962116,30.059872,0.002261,0.000019,0.001130,0.000284,0.009010,2.920585,0.003202,2.171950,3.384260,0.001546,0.000013,0.054775
2347.000000,2306.000000,599.000000,614.000000,0.828405,8.000000,24.000000,83.000000,0.009947,9.958621,2.966800,75.117442,128.451820,-0.047995,-0.046514,0.101701,-0.000000,-0.254086,0.247890,-0.305857,0.000000,-0.275799,0.546310,9582.650811,0.486032,14.870566,9676.206225,8977.899654,20.128420,4.825709,151.262837,434.143595,1.016425,0.887963,0.961985,1.090993,0.962116,30.059872,0.002149,0.000018,0.001289,0.000283,0.008565,2.844018,0.003037,2.058623,3.228062,0.001463,0.000013,0.052068
2312.000000,2297.000000,618.000000,644.000000,0.828405,8.000000,24.000000,83.000000,0.009947,9.958621,2.966800,75.117442,248.711120,-0.047995,-0.046514,0.101701,-0.000000,-0.254086,0.247890,-0.305857,0.000000,-0.275799,0.546310,9582.650811,0.486032,14.870566,9676.206225,8977.899654,20.128420,4.825709,151.262837,434.143595,1.016425,0.887963,0.961985,1.090993,0.962116,30.059872,0.002170,0.000018,0.001519,0.000285,0.008647,2.942429,0.003066,2.078345,3.259232,0.001470,0.000014,0.052565
2281.000000,2274.000000,539.000000,552.000000,0.828405,8.000000,24.000000,83.000000,0.009947,9.958621,2.966800,75.117442,480.982455,-0.047995,-0.046514,0.101701,-0.000000,-0.254086,0.247890,-0.305857,0.000000,-0.275799,0.546310,9582.650811,0.486032,14.870566,9676.206225,8977.899654,20.128420,4.825709,151.262837,434.143595,1.016425,0.887963,0.961985,1.090993,0.962116,30.059872,0.002195,0.000018,0.001756,0.000289,0.008749,3.051917,0.003102,2.103053,3.298219,0.001481,0.000014,0.053188
2171.000000,2193.000000,551.000000,548.000000,0.828405,8.000000,24.000000,83.000000,0.009947,9.958621,2.966800,75.117442,929.015032,-0.047995,-0.046514,0.101701,-0.000000,-0.254086,0.247890,-0.305857,0.000000,-0.275799,0.546310,9582.650811,0.486032,14.870566,9676.206225,8977.899654,20.128420,4.825709,151.262837,434.143595,1.016425,0.887963,0.961985,1.090993,0.962116,30.059872,0.002291,0.000019,0.002062,0.000301,0.009132,3.265541,0.003238,2.195167,3.442925,0.001540,0.000016,0.055516
2162.000000,2215.000000,737.000000,720.000000,0.828405,8.000000,24.000000,83.000000,0.009947,9.958621,2.966800,75.117442,1792.071531,-0.047995,-0.046514,0.101701,-0.000000,-0.254086,0.247890,-0.305857,0.000000,-0.275799,0.546310,9582.650811,0.486032,14.870566,9676.206225,8977.899654,20.128420,4.825709,151.262837,434.143595,1.016425,0.887963,0.961985,1.090993,0.962116,30.059872,0.002285,0.000019,0.002285,0.000300,0.009105,3.337340,0.003229,2.188715,3.433039,0.001531,0.000016,0.055351
2238.000000,2233.000000,731.000000,735.000000,0.828405,8.000000,24.000000,83.000000,0.009947,9.958621,2.966800,75.117442,3452.278752,-0.047995,-0.046514,0.101701,-0.000000,-0.254086,0.247890,-0.305857,0.000000,-0.275799,0.546310,9582.650811,0.486032,14.870566,9676.206225,8977.899654,20.128420,4.825709,151.262837,434.143595,1.016425,0.887963,0.961985,1.090993,0.962116,30.059872,0.002237,0.000019,0.002460,0.000294,0.008914,3.348075,0.003161,2.142763,3.361185,0.001494,0.000016,0.054187
7029.000000,7033.000000,840.000000,825.000000,0.812723,8.000000,24.000000,79.000000,0.009986,9.954819,2.979766,76.112120,9.019059,-0.048029,-0.046236,0.099866,-0.000000,-0.257667,0.247304,-0.305818,0.000000,-0.280160,0.551055,9589.610615,0.483533,14.928683,9854.260678,8754.247201,20.525163,4.829612,150.723197,431.231348,0.983894,0.901642,0.964364,1.086483,0.962914,30.688325,0.000853,0.000033,0.000142,0.000085,0.006109,0.289138,0.001417,0.568219,2.642376,0.005072,0.000000,0.016803
6848.000000,6903.000000,769.000000,781.000000,0.812723,8.000000,24.000000,79.000000,0.009986,9.954819,2.979766,76.112120,17.544005,-0.048029,-0.046236,0.099866,-0.000000,-0.257667,0.247304,-0.305818,0.000000,-0.280160,0.551055,9589.610615,0.483533,14.928683,9854.260678,8754.247201,20.525163,4.829612,150.723197,431.231348,0.983894,0.901642,0.964364,1.086483,0.962914,30.688325,0.000873,0.000034,0.000218,0.000090,0.007677,0.302652,0.001565,0.566171,2.755681,0.005197,0.000004,0.017184
6150.000000,6185.000000,586.000000,612.000000,0.812723,8.000000,24.000000,79.000000,0.009986,9.954819,2.979766,76.112120,34.089906,-0.048029,-0.046236,0.099866,-0.000000,-0.257667,0.247304,-0.305818,0.000000,-0.280160,0.551055,9589.610615,0.483533,14.928683,9854.260678,8754.247201,20.525163,4.829612,150.723197,431.231348,0.983894,0.901642,0.964364,1.086483,0.962914,30.688325,0.000973,0.000038,0.000324,0.000100,0.009778,0.345618,0.001887,0.619376,3.111239,0.005803,0.000004,0.019156
5481.000000,5563.000000,492.000000,544.000000,0.812723,8.000000,24.000000,79.000000,0.009986,9.954819,2.979766,76.112120,66.165840,-0.048029,-0.046236,0.099866,-0.000000,-0.257667,0.247304,-0.305818,0.000000,-0.280160,0.551055,9589.610615,0.483533,14.928683,9854.260678,8754.247201,20.525163,4.829612,150.723197,431.231348,0.983894,0.901642,0.964364,1.086483,0.962914,30.688325,0.001087,0.000042,0.000453,0.000111,0.012004,0.395676,0.002277,0.681323,3.509867,0.006497,0.000005,0.021395
4785.000000,4845.000000,229.000000,272.000000,0.812723,8.000000,24.000000,79.000000,0.009986,9.954819,2.979766,76.112120,128.272460,-0.048029,-0.046236,0.099866,-0.000000,-0.257667,0.247304,-0.305818,0.000000,-0.280160,0.551055,9589.610615,0.483533,14.928683,9854.260678,8754.247201,20.525163,4.829612,150.723197,431.231348,0.983894,0.901642,0.964364,1.086483,0.962914,30.688325,0.001246,0.000048,0.000623,0.000128,0.014771,0.465342,0.002817,0.771682,4.057736,0.007473,0.000006,0.024537
4144.000000,4163.000000,230.000000,224.000000,0.812723,8.000000,24.000000,79.000000,0.009986,9.954819,2.979766,76.112120,248.373019,-0.048029,-0.046236,0.099866,-0.000000,-0.257667,0.247304,-0.305818,0.000000,-0.280160,0.551055,9589.610615,0.483533,14.928683,9854.260678,8754.247201,20.525163,4.829612,150.723197,431.231348,0.983894,0.901642,0.964364,1.086483,0.962914,30.688325,0.001445,0.000056,0.000843,0.000148,0.018066,0.553372,0.003519,0.885529,4.734558,0.008689,0.000008,0.028445
3628.000000,3685.000000,2217.000000,2240.000000,0.811035,8.000000,24.000000,75.000000,0.009992,9.951350,2.990271,75.529136,248.316815,-0.048210,-0.046381,0.100588,-0.000000,-0.255879,0.248145,-0.304176,0.000000,-0.281319,0.552569,9628.177792,0.481735,14.961568,9877.353885,8713.283537,20.691413,4.825967,150.933162,433.112638,0.986138,0.893128,0.964524,1.088783,0.967920,30.895761,0.001504,0.000059,0.000957,0.000177,0.020578,0.842969,0.000721,1.989170,2.287261,0.005861,0.000009,0.032840
4258.000000,4264.000000,2494.000000,2486.000000,0.811035,8.000000,24.000000,75.000000,0.009992,9.951350,2.990271,75.529136,480.130890,-0.048210,-0.046381,0.100588,-0.000000,-0.255879,0.248145,-0.304176,0.000000,-0.281319,0.552569,9628.177792,0.481735,14.961568,9877.353885,8713.283537,20.691413,4.825967,150.933162,433.112638,0.986138,0.893128,0.964524,1.088783,0.967920,30.895761,0.001291,0.000050,0.000939,0.000152,0.018329,0.742737,0.000709,1.696166,1.970953,0.005017,0.000008,0.028181
5192.000000,5277.000000,2208.000000,2222.000000,0.811035,8.000000,24.000000,75.000000,0.009992,9.951350,2.990271,75.529136,927.055131,-0.048210,-0.046381,0.100588,-0.000000,-0.255879,0.248145,-0.304176,0.000000,-0.281319,0.552569,9628.177792,0.481735,14.961568,9877.353885,8713.283537,20.691413,4.825967,150.933162,433.112638,0.986138,0.893128,0.964524,1.088783,0.967920,30.895761,0.001051,0.000041,0.000860,0.000124,0.015324,0.620652,0.000662,1.374225,1.609357,0.004078,0.000007,0.022940
8968.000000,9120.000000,2092.000000,2106.000000,0.804690,8.000000,24.000000,65.000000,0.009976,9.920315,3.044962,77.355398,9.019614,-0.047102,-0.046069,0.100362,-0.000000,-0.259286,0.253950,-0.306760,0.000000,-0.280063,0.543385,9678.406490,0.477825,15.438827,9910.560992,8562.649598,19.948336,4.808666,146.675560,448.242841,0.978021,0.898564,0.981412,1.081106,0.980731,30.253423,0.000719,0.000023,0.000111,0.000065,0.003667,0.611209,0.001003,0.387800,1.927613,0.003286,0.000000,0.013640
8721.000000,8837.000000,1806.000000,1862.000000,0.804690,8.000000,24.000000,65.000000,0.009976,9.920315,3.044962,77.355398,17.567744,-0.047102,-0.046069,0.100362,-0.000000,-0.259286,0.253950,-0.306760,0.000000,-0.280063,0.543385,9678.406490,0.477825,15.438827,9910.560992,8562.649598,19.948336,4.808666,146.675560,448.242841,0.978021,0.898564,0.981412,1.081106,0.980731,30.253423,0.000740,0.000024,0.000171,0.000070,0.004713,0.647550,0.001129,0.385755,2.037311,0.003406,0.000003,0.014052
8000.000000,8065.000000,1287.000000,1299.000000,0.804690,8.000000,24.000000,65.000000,0.009976,9.920315,3.044962,77.355398,34.173123,-0.047102,-0.046069,0.100362,-0.000000,-0.259286,0.253950,-0.306760,0.000000,-0.280063,0.543385,9678.406490,0.477825,15.438827,9910.560992,8562.649598,19.948336,4.808666,146.675560,448.242841,0.978021,0.898564,0.981412,1.081106,0.980731,30.253423,0.000809,0.000026,0.000249,0.000076,0.005926,0.728235,0.001350,0.410995,2.263590,0.003740,0.000003,0.015357
7455.000000,7485.000000,975.000000,1005.000000,0.804690,8.000000,24.000000,65.000000,0.009976,9.920315,3.044962,77.355398,66.384453,-0.047102,-0.046069,0.100362,-0.000000,-0.259286,0.253950,-0.306760,0.000000,-0.280063,0.543385,9678.406490,0.477825,15.438827,9910.560992,8562.649598,19.948336,4.808666,146.675560,448.242841,0.978021,0.898564,0.981412,1.081106,0.980731,30.253423,0.000870,0.000028,0.000335,0.000082,0.007025,0.805999,0.001589,0.433023,2.465223,0.004041,0.000004,0.016514
6566.000000,6561.000000,948.000000,896.000000,0.804690,8.000000,24.000000,65.000000,0.009976,9.920315,3.044962,77.355398,128.775165,-0.047102,-0.046069,0.100362,-0.000000,-0.259286,0.253950,-0.306760,0.000000,-0.280063,0.543385,9678.406490,0.477825,15.438827,9910.560992,8562.649598,19.948336,4.808666,146.675560,448.242841,0.978021,0.898564,0.981412,1.081106,0.980731,30.253423,0.000990,0.000032,0.000457,0.000093,0.008580,0.944212,0.001975,0.484860,2.833697,0.004621,0.000005,0.018795
6003.000000,5985.000000,1318.000000,1323.000000,0.804690,8.000000,24.000000,65.000000,0.009976,9.920315,3.044962,77.355398,249.431557,-0.047102,-0.046069,0.100362,-0.000000,-0.259286,0.253950,-0.306760,0.000000,-0.280063,0.543385,9678.406490,0.477825,15.438827,9910.560992,8562.649598,19.948336,4.808666,146.675560,448.242841,0.978021,0.898564,0.981412,1.081106,0.980731,30.253423,0.001084,0.000035,0.000584,0.000102,0.009889,1.063999,0.002359,0.524224,3.126639,0.005084,0.000005,0.020580
5840.000000,5994.000000,3013.000000,3011.000000,0.804690,8.000000,24.000000,65.000000,0.009976,9.920315,3.044962,77.355398,482.383219,-0.047102,-0.046069,0.100362,-0.000000,-0.259286,0.253950,-0.306760,0.000000,-0.280063,0.543385,9678.406490,0.477825,15.438827,9910.560992,8562.649598,19.948336,4.808666,146.675560,448.242841,0.978021,0.898564,0.981412,1.081106,0.980731,30.253423,0.001099,0.000035,0.000676,0.000154,0.011225,1.126579,0.002561,0.494992,0.599736,0.001759,0.000006,0.020848
6625.000000,6790.000000,3332.000000,3320.000000,0.804690,8.000000,24.000000,65.000000,0.009976,9.920315,3.044962,77.355398,931.366935,-0.047102,-0.046069,0.100362,-0.000000,-0.259286,0.253950,-0.306760,0.000000,-0.280063,0.543385,9678.406490,0.477825,15.438827,9910.560992,8562.649598,19.948336,4.808666,146.675560,448.242841,0.978021,0.898564,0.981412,1.081106,0.980731,30.253423,0.000969,0.000031,0.000671,0.000136,0.010110,1.021449,0.002454,0.433728,0.531261,0.001571,0.000005,0.018391
7428.000000,7596.000000,2964.000000,2968.000000,0.804690,8.000000,24.000000,65.000000,0.009976,9.920315,3.044962,77.355398,1795.154612,-0.047102,-0.046069,0.100362,-0.000000,-0.259286,0.253950,-0.306760,0.000000,-0.280063,0.543385,9678.406490,0.477825,15.438827,9910.560992,8562.649598,19.948336,4.808666,146.675560,448.242841,0.978021,0.898564,0.981412,1.081106,0.980731,30.253423,0.000865,0.000028,0.000666,0.000122,0.009110,0.936483,0.002372,0.386151,0.475375,0.001421,0.000005,0.016422
8174.000000,8437.000000,3015.000000,3029.000000,0.804690,8.000000,24.000000,65.000000,0.009976,9.920315,3.044962,77.355398,3453.807156,-0.047102,-0.046069,0.100362,-0.000000,-0.259286,0.253950,-0.306760,0.000000,-0.280063,0.543385,9678.406490,0.477825,15.438827,9910.560992,8562.649598,19.948336,4.808666,146.675560,448.242841,0.978021,0.898564,0.981412,1.081106,0.980731,30.253423,0.000783,0.000025,0.000662,0.000110,0.008221,0.868611,0.002314,0.349618,0.429981,0.001304,0.000005,0.014853
9050.000000,9120.000000,2688.000000,2669.000000,0.804690,8.000000,24.000000,65.000000,0.009976,9.920315,3.044962,77.355398,6632.394159,-0.047102,-0.046069,0.100362,-0.000000,-0.259286,0.253950,-0.306760,0.000000,-0.280063,0.543385,9678.406490,0.477825,15.438827,9910.560992,8562.649598,19.948336,4.808666,146.675560,448.242841,0.978021,0.898564,0.981412,1.081106,0.980731,30.253423,0.000715,0.000023,0.000660,0.000101,0.007408,0.813130,0.002273,0.321262,0.392261,0.001210,0.000004,0.013578
